id,name,state,city,county,localeCode,localeBucket,latitude,longitude,enrollment,teacherFte,studentTeacherRatio,perPupilSpending,schoolCount,sourceYear
1729670,Oglesby ESD 125,IL,Oglesby,LaSalle County,32,Town,41.3052,-89.0707,559,34.5,16.2,12173.52,2,2017-2018
1729700,Ohio CCSD 17,IL,Ohio,Bureau County,43,Rural,41.558107,-89.459754,69,9.65,7.15,26144.93,1,2017-2018
1729730,Ohio CHSD 505,IL,Ohio,Bureau County,43,Rural,41.558107,-89.459754,35,7.65,4.58,39371.43,1,2017-2018
1729760,O Fallon CCSD 90,IL,O Fallon,St. Clair County,21,Suburban,38.59341,-89.910721,3706,189.27,19.58,10255.53,7,2017-2018
1729790,O Fallon Twp HSD 203,IL,O Fallon,St. Clair County,21,Suburban,38.586257,-89.901002,2443,131.84,18.53,13473.6,1,2017-2018
1729890,Olympia CUSD 16,IL,Stanford,McLean County,42,Rural,40.397748,-89.249375,1847,116.04,15.92,12746.62,5,2017-2018
1729940,R O W V A CUSD 208,IL,Oneida,Knox County,42,Rural,41.075254,-90.221744,594,45.37,13.09,13294.61,2,2017-2018
1730060,Orangeville CUSD 203,IL,Orangeville,Stephenson County,42,Rural,42.467528,-89.641848,327,32.4,10.09,12079.51,3,2017-2018
1730160,Oregon CUSD 220,IL,Oregon,Ogle County,32,Town,42.01234,-89.341201,1420,95.84,14.82,14552.11,3,2017-2018
1730200,Orion CUSD 223,IL,Orion,Henry County,42,Rural,41.349536,-90.373591,1046,67.89,15.41,11122.37,3,2017-2018
1730220,Orland SD 135,IL,Orland Park,Cook County,21,Suburban,41.6157,-87.8485,5118,353.94,14.46,19433.18,10,2017-2018
1730270,CUSD 308,IL,Oswego,Kendall County,21,Suburban,41.6861,-88.3404,18096,1132.81,15.97,20363.34,23,2017-2018
1730300,Ottawa ESD 141,IL,Ottawa,LaSalle County,32,Town,41.346022,-88.845029,2011,134.0,15.01,13639.48,5,2017-2018
1730330,Ottawa Twp HSD 140,IL,Ottawa,LaSalle County,32,Town,41.345075,-88.8375,1343,92.0,14.6,15816.83,1,2017-2018
1730420,Palatine CCSD 15,IL,Palatine,Cook County,21,Suburban,42.1211,-88.0352,12433,747.06,16.64,16949.01,20,2017-2018
1730450,Township HSD 211,IL,Palatine,Cook County,13,Urban,42.081,-88.0779,11762,782.6,15.03,25566.06,7,2017-2018
1730480,Palestine CUSD 3,IL,Palestine,Crawford County,42,Rural,39.002666,-87.612569,303,26.49,11.44,12435.64,2,2017-2018
1730510,CCSD 180,IL,Burr Ridge,DuPage County,21,Suburban,41.723097,-87.926343,598,51.22,11.68,17832.78,2,2017-2018
1730540,Northwestern CUSD 2,IL,Palmyra,Macoupin County,42,Rural,39.44848,-89.993069,364,34.75,10.47,14425.82,3,2017-2018
1730570,Palos Heights SD 128,IL,Palos Heights,Cook County,21,Suburban,41.658396,-87.768785,687,52.92,12.98,13064.05,4,2017-2018
1730600,Palos CCSD 118,IL,Palos Park,Cook County,21,Suburban,41.67484,-87.835831,1985,123.47,16.08,14888.66,3,2017-2018
1730630,Pana CUSD 8,IL,Pana,Christian County,32,Town,39.381898,-89.089917,1305,84.34,15.47,11543.3,4,2017-2018
1730660,Panhandle CUSD 2,IL,Raymond,Montgomery County,42,Rural,39.32684,-89.57132,491,40.13,12.24,12979.63,4,2017-2018
1730750,Paris-Union SD 95,IL,Paris,Edgar County,32,Town,39.61198,-87.690068,976,65.53,14.89,11546.11,4,2017-2018
1730780,Paris CUSD 4,IL,Paris,Edgar County,32,Town,39.606664,-87.674032,452,26.45,17.09,8400.44,2,2017-2018
1730810,Park Forest SD 163,IL,Park Forest,Cook County,21,Suburban,41.47776,-87.682661,1829,130.04,14.06,18074.9,6,2017-2018
1730840,Park Ridge CCSD 64,IL,Park Ridge,Cook County,21,Suburban,42.0087,-87.8319,4680,349.06,13.41,18901.5,8,2017-2018
1730870,Patoka CUSD 100,IL,Patoka,Marion County,42,Rural,38.764466,-89.084748,243,21.75,11.17,14209.88,3,2017-2018
1730900,Gen George Patton SD 133,IL,Riverdale,Cook County,21,Suburban,41.647217,-87.626056,276,20.5,13.46,22307.97,2,2017-2018
1730930,Pawnee CUSD 11,IL,Pawnee,Sangamon County,31,Town,39.594233,-89.576345,605,54.9,11.02,14085.95,2,2017-2018
1730990,Payson CUSD 1,IL,Payson,Adams County,42,Rural,39.8174,-91.2417,559,40.0,13.97,10144.9,2,2017-2018
1731020,Pearl City CUSD 200,IL,Pearl City,Stephenson County,42,Rural,42.267339,-89.829236,447,35.75,12.5,10865.77,3,2017-2018
1731050,Pecatonica CUSD 321,IL,Pecatonica,Winnebago County,42,Rural,42.3103,-89.3614,873,64.5,13.53,14749.14,3,2017-2018
1731080,Pekin PSD 108,IL,Pekin,Tazewell County,21,Suburban,40.565577,-89.64571,3634,215.04,16.9,13337.92,11,2017-2018
1731110,Pekin CSD 303,IL,Pekin,Tazewell County,21,Suburban,40.56572,-89.619301,1840,106.86,17.22,14253.8,1,2017-2018
1731140,Pembroke CCSD 259,IL,Hopkins Park,Kankakee County,42,Rural,41.065581,-87.60143,190,16.0,11.88,24026.32,1,2017-2018
1731200,Pennoyer SD 79,IL,Norridge,Cook County,21,Suburban,41.974257,-87.835747,429,29.0,14.79,11932.4,1,2017-2018
1731230,Peoria SD 150,IL,Peoria,Peoria County,12,Urban,40.726229,-89.58345,13223,962.39,13.74,15068.9,29,2017-2018
1731270,Peoria Heights CUSD 325,IL,Peoria Heights,Peoria County,21,Suburban,40.745606,-89.587455,767,55.6,13.79,11777.05,2,2017-2018
1731290,Peotone CUSD 207U,IL,Peotone,Will County,31,Town,41.33056,-87.793081,1468,96.0,15.29,10558.58,5,2017-2018
1731380,Peru ESD 124,IL,Peru,LaSalle County,32,Town,41.337042,-89.139878,918,67.0,13.7,13254.9,2,2017-2018
1731410,Porta CUSD 202,IL,Petersburg,Menard County,32,Town,40.013512,-89.862577,1138,84.0,13.55,10789.98,3,2017-2018
1731500,Southwestern CUSD 9,IL,Brighton,Macoupin County,42,Rural,39.049478,-90.137282,1419,83.97,16.9,11986.61,5,2017-2018
1731560,CCSD 204,IL,Pinckneyville,Perry County,41,Rural,38.08347,-89.317117,148,10.4,14.23,9486.49,1,2017-2018
1731620,Pinckneyville CHSD 101,IL,Pinckneyville,Perry County,32,Town,38.078343,-89.375051,447,26.7,16.74,12076.06,1,2017-2018
1731710,Pikeland CUSD 10,IL,Pittsfield,Pike County,33,Town,39.601398,-90.805763,1261,89.5,14.09,11499.6,3,2017-2018
1731740,Plainfield SD 202,IL,Plainfield,Will County,21,Suburban,41.59665,-88.193491,27102,1615.63,16.77,11434.73,30,2017-2018
1731770,Plano CUSD 88,IL,Plano,Kendall County,21,Suburban,41.655164,-88.536449,2385,158.83,15.02,13326.21,5,2017-2018
1731860,Pleasant Hill SD 69,IL,Peoria,Peoria County,21,Suburban,40.67485,-89.653174,224,16.9,13.25,10334.82,1,2017-2018
1731890,Pleasant Hill CUSD 3,IL,Pleasant Hill,Pike County,42,Rural,39.440844,-90.868316,313,26.02,12.03,13507.99,2,2017-2018
1731920,Pleasant Plains CUSD 8,IL,Pleasant Plains,Sangamon County,41,Rural,39.8741,-89.9252,1267,84.0,15.08,15045.78,3,2017-2018
1731950,Pleasant Valley SD 62,IL,Peoria,Peoria County,12,Urban,40.728211,-89.645413,501,44.0,11.39,11227.54,2,2017-2018
1732040,Pleasantdale SD 107,IL,Burr Ridge,Cook County,21,Suburban,41.754314,-87.89729,830,65.67,12.64,21315.66,2,2017-2018
1732090,Potomac CUSD 10,IL,Potomac,Vermilion County,42,Rural,40.304735,-87.791055,156,13.5,11.56,10544.87,1,2017-2018
1732100,Polo CUSD 222,IL,Polo,Ogle County,42,Rural,41.985939,-89.568212,576,45.05,12.79,14369.79,3,2017-2018
1732160,Pontiac CCSD 429,IL,Pontiac,Livingston County,32,Town,40.88295,-88.616261,1250,96.0,13.02,14278.4,4,2017-2018
1732190,Pontiac-W Holliday SD 105,IL,Fairview Heights,St. Clair County,21,Suburban,38.584424,-89.974367,706,46.0,15.35,13780.45,2,2017-2018
1732220,Pontiac Twp HSD 90,IL,Pontiac,Livingston County,32,Town,40.887682,-88.616393,651,50.16,12.98,18376.34,1,2017-2018
1732280,Pope Co CUD 1,IL,Golconda,Pope County,43,Rural,37.365112,-88.513069,532,42.06,12.65,11704.89,2,2017-2018
1732370,Posen-Robbins ESD 143-5,IL,Posen,Cook County,21,Suburban,41.6385,-87.6878,1537,103.5,14.85,15414.44,5,2017-2018
1732490,Prairie Du Rocher CCSD 134,IL,Prairie Du Rocher,Randolph County,42,Rural,38.079987,-90.094322,143,14.6,9.79,11958.04,1,2017-2018
1732520,Prairie Grove CSD 46,IL,Crystal Lake,McHenry County,21,Suburban,42.259183,-88.261698,683,61.34,11.13,19966.33,2,2017-2018
1732550,Prairie Hill CCSD 133,IL,South Beloit,Winnebago County,23,Suburban,42.465676,-88.988386,750,49.0,15.31,8945.33,2,2017-2018
1732580,Adlai E Stevenson HSD 125,IL,Lincolnshire,Lake County,21,Suburban,42.199668,-87.945067,4226,273.6,15.45,26724.09,1,2017-2018
1732670,Princeton ESD 115,IL,Princeton,Bureau County,32,Town,41.38111,-89.456971,1172,77.96,15.03,12622.01,6,2017-2018
1732700,Princeton HSD 500,IL,Princeton,Bureau County,32,Town,41.374385,-89.459445,531,32.7,16.24,15380.41,1,2017-2018
1732770,Princeville CUSD 326,IL,Princeville,Peoria County,42,Rural,40.93908,-89.755401,700,53.5,13.08,13341.43,2,2017-2018
1732830,Prophetstown-Lyndon-Tampico CUSD3,IL,Prophetstown,Whiteside County,42,Rural,41.676082,-89.941576,827,59.59,13.88,11869.41,4,2017-2018
1732850,Prospect Heights SD 23,IL,Prospect Heights,Cook County,21,Suburban,42.107958,-87.946595,1580,101.45,15.57,17739.24,4,2017-2018
1732910,Proviso Twp HSD 209,IL,Forest Park,Cook County,21,Suburban,41.865077,-87.832524,4259,244.45,17.42,19982.16,3,2017-2018
1732960,Putnam County CUSD 535,IL,Granville,Putnam County,42,Rural,41.26622,-89.222431,871,69.0,12.62,14973.59,4,2017-2018
1732970,Queen Bee SD 16,IL,Glendale Heights,DuPage County,21,Suburban,41.916191,-88.083584,1776,125.65,14.13,14372.18,4,2017-2018
1733000,Quincy SD 172,IL,Quincy,Adams County,33,Town,39.9318,-91.3931,6469,403.73,16.02,12226.16,12,2017-2018
1733030,Raccoon Cons SD 1,IL,Centralia,Marion County,42,Rural,38.520103,-88.977938,251,16.0,15.69,8537.85,1,2017-2018
1733090,Ramsey CUSD 204,IL,Ramsey,Fayette County,42,Rural,39.140644,-89.114566,445,32.2,13.82,11707.87,2,2017-2018
1733120,Rankin CSD 98,IL,Pekin,Tazewell County,41,Rural,40.516864,-89.644154,230,19.4,11.86,13708.7,1,2017-2018
1733210,Rantoul City SD 137,IL,Rantoul,Champaign County,31,Town,40.306098,-88.153477,1682,147.69,11.39,13630.2,5,2017-2018
1733240,Rantoul Township HSD 193,IL,Rantoul,Champaign County,31,Town,40.308793,-88.150089,751,63.85,11.76,15904.13,1,2017-2018
1733270,Reavis Twp HSD 220,IL,Burbank,Cook County,21,Suburban,41.754292,-87.772205,1809,107.9,16.77,19590.93,1,2017-2018
1733300,Red Bud CUSD 132,IL,Red Bud,Randolph County,32,Town,38.204313,-89.996779,997,71.2,14.0,13091.27,2,2017-2018
1733380,Reed Custer CUSD 255U,IL,Braidwood,Will County,41,Rural,41.257761,-88.206326,1480,115.94,12.77,16910.81,3,2017-2018
1733390,Rhodes SD 84-5,IL,River Grove,Cook County,21,Suburban,41.922326,-87.846476,654,59.62,10.97,19715.6,1,2017-2018
1733420,Rich Twp HSD 227,IL,Matteson,Cook County,21,Suburban,41.51655,-87.733421,2949,213.79,13.79,24581.21,3,2017-2018
1733450,Richland GSD 88A,IL,Crest Hill,Will County,21,Suburban,41.565268,-88.129786,922,58.75,15.69,10167.03,2,2017-2018
1733510,Richmond-Burton CHSD 157,IL,Richmond,McHenry County,41,Rural,42.44497,-88.282981,666,47.0,14.17,21908.41,1,2017-2018
1733690,Ridgeland SD 122,IL,Oak Lawn,Cook County,21,Suburban,41.7196,-87.7825,2364,152.27,15.53,12253.81,5,2017-2018
1733720,Ridgewood CHSD 234,IL,Norridge,Cook County,21,Suburban,41.960864,-87.814786,871,57.3,15.2,20532.72,1,2017-2018
1733750,Riley CCSD 18,IL,Marengo,McHenry County,42,Rural,42.192478,-88.631739,291,24.72,11.77,16604.81,1,2017-2018
1733810,River Forest SD 90,IL,River Forest,Cook County,21,Suburban,41.888582,-87.819148,1432,111.61,12.83,21363.13,3,2017-2018
1733840,River Grove SD 85-5,IL,River Grove,Cook County,21,Suburban,41.928007,-87.836258,731,49.05,14.9,11767.44,1,2017-2018
1733870,River Trails SD 26,IL,Mt Prospect,Cook County,21,Suburban,42.081126,-87.897382,1536,120.0,12.8,21151.04,4,2017-2018
1733930,Riverdale CUSD 100,IL,Port Byron,Rock Island County,41,Rural,41.61743,-90.26908,1168,73.0,16.0,11484.59,3,2017-2018
1733950,River Bend CUSD 2,IL,Fulton,Whiteside County,32,Town,41.86592,-90.166804,948,62.86,15.08,9220.46,4,2017-2018
1733990,Riverside SD 96,IL,Riverside,Cook County,21,Suburban,41.82956,-87.820421,1719,126.78,13.56,18708.55,5,2017-2018
1734020,Riverside-Brookfield Twp SD 208,IL,Riverside,Cook County,21,Suburban,41.82872,-87.830186,1632,95.49,17.09,18903.8,1,2017-2018
1734100,Riverton CUSD 14,IL,Riverton,Sangamon County,22,Suburban,39.841815,-89.530313,1374,87.28,15.74,8382.1,3,2017-2018
1734110,Riverview CCSD 2,IL,East Peoria,Woodford County,41,Rural,40.794912,-89.523005,246,17.2,14.3,8796.75,1,2017-2018
1734140,Roanoke Benson CUSD 60,IL,Roanoke,Woodford County,42,Rural,40.801731,-89.199269,503,41.47,12.13,14300.2,3,2017-2018
1734170,Robein SD 85,IL,East Peoria,Tazewell County,21,Suburban,40.687804,-89.508204,154,14.15,10.88,15045.45,1,2017-2018
1734230,Robinson CUSD 2,IL,Robinson,Crawford County,32,Town,39.01716,-87.749383,1599,106.16,15.06,11793.62,4,2017-2018
1734260,Rochelle CCSD 231,IL,Rochelle,Ogle County,32,Town,41.923267,-89.070582,1594,119.17,13.38,13090.34,5,2017-2018
1734290,Rochelle Twp HSD 212,IL,Rochelle,Ogle County,41,Rural,41.94262,-89.077433,906,56.05,16.16,17770.42,2,2017-2018
1734320,Rochester CUSD 3A,IL,Rochester,Sangamon County,22,Suburban,39.752666,-89.541023,2247,127.83,17.58,11222.07,5,2017-2018
1734350,Rock Falls ESD 13,IL,Rock Falls,Whiteside County,32,Town,41.776601,-89.691738,1053,66.2,15.91,12574.55,4,2017-2018
1734380,Rock Falls Twp HSD 301,IL,Rock Falls,Whiteside County,32,Town,41.779407,-89.705315,647,41.0,15.78,16888.72,1,2017-2018
1734410,Rock Island SD 41,IL,Rock Island,Rock Island County,13,Urban,41.50635,-90.570141,6364,380.13,16.74,14479.89,14,2017-2018
1734440,Rockridge CUSD 300,IL,Taylor Ridge,Rock Island County,42,Rural,41.386342,-90.765462,1070,72.7,14.72,14682.24,5,2017-2018
1734470,Rockdale SD 84,IL,Rockdale,Will County,21,Suburban,41.50741,-88.116979,276,18.2,15.16,11398.55,1,2017-2018
1734510,Rockford SD 205,IL,Rockford,Winnebago County,12,Urban,42.26207,-89.081541,28145,1681.5,16.74,16121.51,49,2017-2018
1734540,Rockton SD 140,IL,Rockton,Winnebago County,23,Suburban,42.454095,-89.055661,1589,88.39,17.98,8578.98,3,2017-2018
1734590,Rome CCSD 2,IL,Dix,Jefferson County,42,Rural,38.439078,-88.940116,378,24.0,15.75,9814.81,1,2017-2018
1734620,Rondout SD 72,IL,Lake Forest,Lake County,21,Suburban,42.278108,-87.9047,130,17.17,7.57,47423.08,1,2017-2018
1734650,Rooks Creek CCSD 425,IL,Graymont,Livingston County,42,Rural,40.878801,-88.773679,47,6.67,7.05,17234.04,1,2017-2018
1734710,Roselle SD 12,IL,Roselle,DuPage County,21,Suburban,41.9731,-88.0765,630,46.0,13.7,18858.73,2,2017-2018
1734740,Schaumburg CCSD 54,IL,Schaumburg,Cook County,13,Urban,42.0279,-88.0672,15004,1157.62,12.96,16060.32,28,2017-2018
1734770,Rosemont ESD 78,IL,Rosemont,Cook County,21,Suburban,41.989403,-87.870392,219,26.0,8.42,27251.14,1,2017-2018
1734870,Rossville-Alvin CUSD 7,IL,Rossville,Vermilion County,42,Rural,40.381588,-87.67121,303,19.0,15.95,9646.86,1,2017-2018
1734990,Round Lake CUSD 116,IL,Round Lake,Lake County,21,Suburban,42.355096,-88.103106,7078,485.5,14.58,17086.47,11,2017-2018
1735010,Roxana CUSD 1,IL,Roxana,Madison County,23,Suburban,38.850774,-90.074983,1889,119.95,15.75,16596.08,4,2017-2018
1735100,Rutland CCSD 230,IL,Ottawa,LaSalle County,41,Rural,41.402843,-88.749338,73,9.6,7.6,22780.82,1,2017-2018
1735160,Salem SD 111,IL,Salem,Marion County,33,Town,38.638174,-88.957565,999,70.0,14.27,8352.35,2,2017-2018
1735190,Salem CHSD 600,IL,Salem,Marion County,33,Town,38.637825,-88.943149,686,41.73,16.44,9989.8,1,2017-2018
1735220,Salt Creek SD 48,IL,Villa Park,DuPage County,21,Suburban,41.868803,-87.969241,491,34.0,14.44,24415.48,3,2017-2018
1735310,Sandoval CUSD 501,IL,Sandoval,Marion County,41,Rural,38.617134,-89.131078,485,38.15,12.71,13546.39,3,2017-2018
1735340,Sandridge SD 172,IL,Lynwood,Cook County,21,Suburban,41.519042,-87.545119,346,24.6,14.07,16317.92,1,2017-2018
1735370,Sandwich CUSD 430,IL,Sandwich,DeKalb County,21,Suburban,41.639366,-88.619262,2069,140.05,14.77,11500.24,6,2017-2018
1735400,Saratoga CCSD 60C,IL,Morris,Grundy County,31,Town,41.400184,-88.423584,806,50.43,15.98,8944.17,1,2017-2018
1735460,CCSD 168,IL,Sauk Village,Cook County,21,Suburban,41.492899,-87.557285,1394,112.99,12.34,18305.6,3,2017-2018
1735610,Scales Mound CUSD 211,IL,Scales Mound,Jo Daviess County,42,Rural,42.475111,-90.250793,253,25.44,9.94,16857.71,3,2017-2018
1735640,Schiller Park SD 81,IL,Schiller Park,Cook County,21,Suburban,41.951846,-87.870151,1467,121.1,12.11,14623.04,3,2017-2018
1735770,Selmaville CCSD 10,IL,Salem,Marion County,41,Rural,38.590156,-89.00036,273,18.0,15.17,9838.83,1,2017-2018
1735820,Seneca CCSD 170,IL,Seneca,LaSalle County,42,Rural,41.30901,-88.607532,501,43.5,11.52,20650.7,2,2017-2018
1735850,Seneca Twp HSD 160,IL,Seneca,LaSalle County,42,Rural,41.315424,-88.603029,460,36.5,12.6,29763.04,1,2017-2018
1735940,Sesser-Valier CUSD 196,IL,Sesser,Franklin County,42,Rural,38.080044,-89.068659,645,43.69,14.76,10417.05,3,2017-2018
1735970,Indian Creek CUSD 425,IL,Shabbona,DeKalb County,42,Rural,41.763226,-88.876067,697,64.01,10.89,18329.99,3,2017-2018
1736090,Shelbyville CUSD 4,IL,Shelbyville,Shelby County,32,Town,39.406362,-88.801755,1196,87.6,13.65,11687.29,4,2017-2018
1736180,Sherrard CUSD 200,IL,Sherrard,Mercer County,42,Rural,41.319391,-90.508287,1456,107.87,13.5,12702.61,5,2017-2018
1736210,Shiloh Village SD 85,IL,Shiloh,St. Clair County,21,Suburban,38.556363,-89.899389,591,38.0,15.55,11336.72,2,2017-2018
1736240,Shirland CCSD 134,IL,Shirland,Winnebago County,42,Rural,42.444461,-89.194897,105,12.0,8.75,13476.19,1,2017-2018
1736300,ESD 159,IL,Matteson,Cook County,21,Suburban,41.52868,-87.766521,1926,161.2,11.95,18337.49,5,2017-2018
1736330,Signal Hill SD 181,IL,Belleville,St. Clair County,21,Suburban,38.57591,-90.05862,340,31.23,10.89,13876.47,1,2017-2018
1736360,Silvis SD 34,IL,East Moline,Rock Island County,21,Suburban,41.529961,-90.391398,632,41.0,15.41,11898.73,2,2017-2018
1736450,Skokie SD 68,IL,Skokie,Cook County,13,Urban,42.0523,-87.7421,1865,144.74,12.89,20275.07,4,2017-2018
1736480,Skokie SD 69,IL,Skokie,Cook County,13,Urban,42.032292,-87.754491,1690,121.6,13.9,17668.64,3,2017-2018
1736510,Smithton CCSD 130,IL,Smithton,St. Clair County,31,Town,38.40562,-89.990187,533,35.0,15.23,11294.56,1,2017-2018
1736570,Somonauk CUSD 432,IL,Somonauk,DeKalb County,31,Town,41.631881,-88.690889,816,54.5,14.97,13757.35,3,2017-2018
1736600,County of Winnebago SD 320,IL,South Beloit,Winnebago County,23,Suburban,42.4858,-89.0425,968,65.56,14.77,10354.34,5,2017-2018
1736610,Southeastern CUSD 337,IL,Augusta,Hancock County,43,Rural,40.227569,-90.9515,481,34.0,14.15,14076.92,2,2017-2018
1736640,South Fork SD 14,IL,Kincaid,Christian County,42,Rural,39.589739,-89.414652,331,24.1,13.73,10450.15,2,2017-2018
1736720,South Holland SD 150,IL,South Holland,Cook County,21,Suburban,41.58664,-87.596309,958,47.0,20.38,14647.18,3,2017-2018
1736750,South Holland SD 151,IL,South Holland,Cook County,21,Suburban,41.6009,-87.6299,1437,120.5,11.93,19153.79,4,2017-2018
1736780,South Pekin SD 137,IL,South Pekin,Tazewell County,41,Rural,40.494014,-89.653629,227,19.2,11.82,12286.34,1,2017-2018
1736810,Burbank SD 111,IL,Burbank,Cook County,21,Suburban,41.754254,-87.761896,3615,226.65,15.95,11495.71,8,2017-2018
1736840,South Wilmington CCSD 74,IL,South Wilmington,Grundy County,42,Rural,41.1746,-88.2778,87,8.0,10.88,10011.49,1,2017-2018
1736900,Sparta CUSD 140,IL,Sparta,Randolph County,32,Town,38.134887,-89.705306,1210,86.76,13.95,10029.75,3,2017-2018
1736960,Spoon River Valley CUSD 4,IL,London Mills,Fulton County,42,Rural,40.702725,-90.156189,334,27.85,11.99,15571.86,3,2017-2018
1737020,Spring Lake CCSD 606,IL,Manito,Tazewell County,42,Rural,40.514433,-89.783635,51,5.0,10.2,16470.59,1,2017-2018
1737050,Spring Valley CCSD 99,IL,Spring Valley,Bureau County,41,Rural,41.332682,-89.20743,637,47.0,13.55,12406.59,1,2017-2018
1737080,Springfield SD 186,IL,Springfield,Sangamon County,12,Urban,39.799338,-89.684242,14294,1008.6,14.17,14722.05,34,2017-2018
1737120,St Anne CCSD 256,IL,Saint Anne,Kankakee County,41,Rural,41.022343,-87.721455,347,22.44,15.46,13400.58,1,2017-2018
1737140,St Anne CHSD 302,IL,Saint Anne,Kankakee County,41,Rural,41.02024,-87.722486,217,19.46,11.15,21253.46,1,2017-2018
1737170,St Charles CUSD 303,IL,St Charles,Kane County,21,Suburban,41.910586,-88.321244,12436,803.14,15.48,15505.95,16,2017-2018
1737230,St Elmo CUSD 202,IL,Saint Elmo,Fayette County,43,Rural,39.035713,-88.849795,439,32.5,13.51,12728.93,3,2017-2018
1737320,St George CCSD 258,IL,Bourbonnais,Kankakee County,41,Rural,41.191187,-87.776399,447,27.5,16.25,10570.47,1,2017-2018
1737350,Triad CUSD 2,IL,Troy,Madison County,41,Rural,38.7319,-89.8804,3785,220.0,17.2,11356.14,6,2017-2018
1737380,St Joseph CCSD 169,IL,Saint Joseph,Champaign County,41,Rural,40.108024,-88.037605,845,55.25,15.29,10760.95,2,2017-2018
1737410,St Joseph Ogden CHSD 305,IL,Saint Joseph,Champaign County,31,Town,40.114136,-88.042309,468,30.89,15.15,12322.65,1,2017-2018
1737440,St Libory Cons SD 30,IL,Saint Libory,St. Clair County,42,Rural,38.360792,-89.712386,73,7.0,10.43,12561.64,1,2017-2018
1737470,St Rose SD 14-15,IL,Breese,Clinton County,42,Rural,38.684318,-89.554057,161,12.5,12.88,12186.34,1,2017-2018
1737490,Stark County CUSD 100,IL,Wyoming,Stark County,42,Rural,41.065332,-89.776283,722,58.0,12.45,12959.83,3,2017-2018
1737590,Staunton CUSD 6,IL,Staunton,Macoupin County,32,Town,39.01947,-89.795069,1313,69.3,18.95,9333.59,3,2017-2018
1737650,Steeleville CUSD 138,IL,Steeleville,Randolph County,32,Town,38.00292,-89.659346,466,29.92,15.57,10459.23,2,2017-2018
1737680,Steger SD 194,IL,Steger,Will County,21,Suburban,41.461816,-87.640654,1484,109.98,13.49,13939.35,3,2017-2018
1737800,Steward ESD 220,IL,Steward,Lee County,42,Rural,41.846982,-89.023261,64,5.2,12.31,21437.5,1,2017-2018
1737830,Stewardson-Strasburg CUD 5A,IL,Strasburg,Shelby County,43,Rural,39.301158,-88.617968,354,24.25,14.6,10307.91,2,2017-2018
1737860,Central Stickney SD 110,IL,Chicago,Cook County,21,Suburban,41.801356,-87.757045,390,29.0,13.45,14543.59,1,2017-2018
1737980,Stockton CUSD 206,IL,Stockton,Jo Daviess County,42,Rural,42.356289,-90.01266,612,43.7,14.0,10555.56,3,2017-2018
1738070,Woodland CUSD 5,IL,Streator,Livingston County,41,Rural,41.060625,-88.817508,509,38.0,13.39,14667.98,2,2017-2018
1738100,Streator Twp HSD 40,IL,Streator,LaSalle County,32,Town,41.12671,-88.836745,879,59.78,14.7,16778.16,1,2017-2018
1738130,Sullivan CUSD 300,IL,Sullivan,Moultrie County,32,Town,39.606411,-88.608109,1128,70.64,15.97,10495.57,3,2017-2018
1738190,Summersville SD 79,IL,Mount Vernon,Jefferson County,32,Town,38.32822,-88.86623,282,20.54,13.73,7542.55,1,2017-2018
1738220,Summit Hill SD 161,IL,Frankfort,Will County,21,Suburban,41.52615,-87.818731,2975,213.28,13.95,14186.55,6,2017-2018
1738370,Sunnybrook SD 171,IL,Lansing,Cook County,21,Suburban,41.54576,-87.541671,1042,65.0,16.03,14268.71,2,2017-2018
1738400,Sunset Ridge SD 29,IL,Northfield,Cook County,21,Suburban,42.106056,-87.789164,475,51.55,9.21,32332.63,3,2017-2018
1738460,Sycamore CUSD 427,IL,Sycamore,DeKalb County,23,Suburban,41.99028,-88.687581,3729,236.67,15.76,13679.54,7,2017-2018
1738490,V I T CUSD 2,IL,Table Grove,Fulton County,43,Rural,40.359009,-90.418703,374,29.83,12.54,13080.21,3,2017-2018
1738520,Taft SD 90,IL,Lockport,Will County,21,Suburban,41.581006,-88.058975,314,17.65,17.79,7729.3,1,2017-2018
1738550,Tamaroa School Dist 5,IL,Tamaroa,Perry County,42,Rural,38.138373,-89.231792,97,9.37,10.35,11948.45,1,2017-2018
1738700,Taylorville CUSD 3,IL,Taylorville,Christian County,32,Town,39.5527,-89.3007,2542,151.96,16.73,9357.59,5,2017-2018
1738760,Teutopolis CUSD 50,IL,Teutopolis,Effingham County,33,Town,39.129049,-88.48652,1058,63.46,16.67,9102.08,3,2017-2018
1738790,Thomasboro CCSD 130,IL,Thomasboro,Champaign County,31,Town,40.240641,-88.186879,154,14.0,11.0,15512.99,1,2017-2018
1738910,Thornton SD 154,IL,Thornton,Cook County,21,Suburban,41.570137,-87.615172,254,21.0,12.1,14811.02,1,2017-2018
1738940,Thornton Fractional Twp HSD 215,IL,Lansing,Cook County,21,Suburban,41.556838,-87.558324,3373,192.5,17.52,19568.04,2,2017-2018
1738970,Thornton Twp HSD 205,IL,South Holland,Cook County,21,Suburban,41.5863,-87.6056,4982,387.86,12.84,25719.79,5,2017-2018
1739030,CCSD 146,IL,Tinley Park,Cook County,21,Suburban,41.580179,-87.780512,2428,183.7,13.22,17172.57,5,2017-2018
1739090,Cumberland CUSD 77,IL,Toledo,Cumberland County,43,Rural,39.25685,-88.196745,1046,63.38,16.5,10353.73,3,2017-2018
